Financial Institution Name,total_assets,defaulter,Failure_Assistance ,log_TA,NI_to_TA,Equity_to_TA,NPL_to_TL,REO_to_TA,ALLL_to_TL,core_deposits_to_TA,brokered_deposits_to_TA,liquid_assets_to_TA,loss_provision_to_TL,ROA,NIM,assets_growth,term_spread,stock_mkt_growth,real_gdp_growth,unemployment_rate_change,treasury_yield_3m,bbb_spread,bbb_spread_change,log_TA_plus_1Q,NI_to_TA_plus_1Q,Equity_to_TA_plus_1Q,NPL_to_TL_plus_1Q,REO_to_TA_plus_1Q,ALLL_to_TL_plus_1Q,core_deposits_to_TA_plus_1Q,brokered_deposits_to_TA_plus_1Q,liquid_assets_to_TA_plus_1Q,loss_provision_to_TL_plus_1Q,ROA_plus_1Q,NIM_plus_1Q,assets_growth_plus_1Q,max_total_assets
COMMUNITY TRUST BANK,3422582,0,,2.297338254,0.042925226,-0.17727026,-0.550808446,-0.287673321,-0.220576813,-0.126522564,1.46852396,-1.012781693,-0.002774271,0.042925226,-0.360871912,0.601505325,0.341183251,0.42420515,1.487402872,-1.76823296,-0.956664383,-0.595592322,-0.35125996,2.330850078,0.006666714,-0.223848101,-0.450037806,-0.268517282,-0.270498995,-0.024465722,2.202970411,-1.104274352,-0.002050539,0.006666714,-0.342758533,0.341612735,3951154
WAKULLA BANK,467880,1,FAILURE,0.829867866,-2.265317733,-0.979698196,4.792500051,1.557464405,1.736135244,-0.301399603,-0.182974509,-0.691784172,0.049492082,-2.265317733,-1.176652419,-0.401318908,1.08276285,-1.520346271,1.01858332,-0.782792199,-0.896454604,-0.053899292,0.41736579,0.808531712,-2.706806598,-1.158929275,3.916799885,1.898834434,3.268086136,-0.172434972,-0.182974509,-0.692539172,0.054877653,-2.706806598,-0.524254907,-0.589328365,513883
NATIONAL CITY BANK OF MICHIGAN/ILLINOIS,18843951,0,,3.555269578,-0.006374738,-0.667561845,-0.279560256,-0.340685874,-0.292087497,0.217843347,-0.182974509,-0.318986065,-0.002839437,-0.006374738,-0.890539503,0.731929566,1.268157749,-1.707008993,-0.119978449,0.202648562,0.06690187,0.216947223,0.161157207,3.589692297,-0.019779252,-0.692608499,-0.353974604,-0.341963142,-0.409122038,0.076413981,-0.182974509,-0.753198134,-0.001896795,-0.019779252,-0.989172234,0.35649643,25479592
PROSPERITY BANK,1285372,0,,1.575123622,0.282745296,-0.562188431,-0.795195042,-0.374868225,-0.083798981,0.620279575,-0.182974509,1.936040517,-0.003692868,0.282745296,0.099824745,0.047319951,1.268157749,-1.707008993,-0.119978449,0.202648562,0.06690187,0.216947223,0.161157207,1.614523537,0.285545495,-0.560563236,-0.746044945,-0.364205173,-0.099011576,0.575065826,-0.182974509,1.75003894,-0.003769517,0.285545495,0.144387805,0.437498212,22025607
"VECTRA BANK COLORADO, NATIONAL ASSOCIATION",2766324,0,,2.140353997,0.024951688,0.158386108,-0.36457701,-0.264609255,-0.135270474,-0.695223032,-0.182974509,-0.975023363,-0.00188672,0.024951688,0.167548818,0.234426361,0.155788351,-0.317435305,-0.253926893,0.85960907,0.00669209,0.894063511,0.41736579,2.145616646,-0.094111396,0.0995867,-0.266472525,-0.285551853,-0.110411663,-0.705778755,-0.182974509,-0.993593468,0.002106949,-0.094111396,0.235126341,-0.129214488,3230926
MAINSTREET BANK,463595,1,FAILURE,0.823082984,-2.070216766,-0.954933521,4.492454555,2.440167108,1.261513766,-0.487827687,-0.182974509,-0.224706409,0.033217635,-2.070216766,-1.313520158,0.554891877,0.248485801,-1.207667738,-2.86592154,2.173530085,-0.053517689,1.435756541,1.185991541,0.850927303,-2.476959048,-1.200260185,6.336780033,3.763702637,1.06290462,-0.325746339,-0.182974509,0.103522163,0.012088502,-2.476959048,-2.590374517,0.248593492,505523
IBERIABANK,1646732,0,,1.757821608,0.204914105,-0.452528886,-0.624791544,-0.26934029,-0.250625873,0.093532764,-0.182974509,-0.381859754,-0.001226118,0.204914105,0.077142265,0.440916093,0.433880701,1.674053308,0.951609098,0.531128816,-0.354566587,-0.189322549,-0.863677128,1.899356496,0.214392828,-0.24185785,-0.577581732,-0.280986714,-0.238813106,-0.13021416,-0.182974509,-0.419831633,-0.001743644,0.214392828,-0.012502597,1.984498488,19450477
FOUNDERS BANK,963701,1,FAILURE,1.362722956,-0.703352841,-0.959233073,0.958023173,0.319490637,0.304089508,-0.420244214,-0.182974509,-0.298380105,0.020719009,-0.703352841,-0.861658624,-0.332452175,0.248485801,-1.207667738,-2.86592154,2.173530085,-0.053517689,1.435756541,1.185991541,1.337032902,-1.208411622,-1.038171238,2.002840663,0.40116585,0.578965376,-0.305908617,-0.182974509,-0.290130907,0.012618266,-1.208411622,-0.927979463,-0.66623665,980356
BANK OF THE EASTERN SHORE,181218,1,FAILURE,0.130393045,-0.684003179,-1.246804342,3.840759982,4.047482893,2.330344724,-0.844952936,-0.182974509,-1.393918261,0.000120693,-0.684003179,-0.490119411,-0.862983034,0.89736795,-0.132754951,0.348841103,0.202648562,-0.956664383,-0.324745807,-0.095051377,0.084612148,-3.068558363,-1.524908379,3.043635137,3.020320592,1.790314591,-0.852265269,-0.182974509,-1.472646085,0.009616889,-3.068558363,-0.090168296,-1.027067436,237653
"SABADELL UNITED BANK, NATIONAL ASSOCIATION",2387025,0,,2.031601841,-0.061065209,-0.256189754,-0.086925582,-0.371218502,0.601001672,0.408394187,-0.072325653,1.163733911,-0.000876246,-0.061065209,-0.346892895,-0.396157758,0.89736795,-0.132754951,0.348841103,0.202648562,-0.956664383,-0.324745807,-0.095051377,2.350971223,-0.116210218,0.100761158,0.736565762,0.131696132,-0.125092071,-0.324928426,-0.104136214,0.315300191,-0.002430092,-0.116210218,-0.587835273,4.215999945,5266011
PROGRESS BANK OF FLORIDA,119185,1,FAILURE,-0.178613989,-8.578711395,-1.405576611,4.146680024,-0.351539621,3.749056684,-1.576063568,-0.182974509,-1.436180624,0.106824201,-8.578711395,-0.090218785,-0.926119264,1.08276285,-1.520346271,1.01858332,-0.782792199,-0.896454604,-0.053899292,0.41736579,-0.177241665,-0.656179935,-1.488609031,5.022344199,-0.288712868,2.57209522,-1.670384725,-0.182974509,-1.299002541,0.000947494,-0.656179935,-0.861843112,-0.195478735,125865
SECURITY SAVINGS BANK,253564,1,FAILURE,0.378112285,-0.49519325,-0.064250212,4.797790872,1.343768649,-0.315813623,-1.940673632,-0.182974509,-0.301137856,6.39015E-05,-0.49519325,-1.303022207,-1.200571729,0.155788351,-0.317435305,-0.253926893,0.85960907,0.00669209,0.894063511,0.41736579,0.380823665,-3.069578201,-0.422231878,6.066756041,2.897931749,0.217397407,-2.067348972,-0.182974509,0.007117668,0.063461271,-3.069578201,-2.265301226,-0.172631026,303852
CAPITOL CITY BANK & TRUST COMPANY,283588,1,FAILURE,0.460636975,-0.480314279,-1.635531766,3.867717406,6.604581086,0.873024929,-1.792017321,0.041544383,-0.90559765,-0.002718359,-0.480314279,-0.705411298,-0.360112459,0.341183251,0.42420515,1.487402872,-1.76823296,-0.956664383,-0.595592322,-0.35125996,0.452028981,-1.814361144,-1.773160944,3.209297415,8.56429813,0.800350992,-1.808583395,0.033859997,-0.840675548,0.020327894,-1.814361144,-0.949012634,-0.367081793,322172
MADISONVILLE STATE BANK,244411,1,FAILURE,0.351000102,-0.840559675,-0.329234218,-0.173656595,-0.336948224,-0.089306677,-1.703654971,-0.182974509,-1.39911057,0.002064328,-0.840559675,0.011528698,-0.736472537,1.08276285,1.685831282,-1.928282436,3.158970846,-0.836244824,3.331682147,-3.16955438,0.342020679,-0.021540677,-0.339924184,0.825551294,-0.330725989,0.06156987,-1.672740656,-0.182974509,-1.452450889,0.001274697,-0.021540677,-0.018416631,-0.373513154,261936
AFFINITY BANK,1247692,1,FAILURE,1.553182622,-0.550904002,-0.830552414,1.608982679,0.741436829,-0.151784419,-1.817567598,-0.182974509,-0.542642615,0.006419916,-0.550904002,-0.699087523,-0.055960226,0.248485801,-1.207667738,-2.86592154,2.173530085,-0.053517689,1.435756541,1.185991541,1.543612615,-3.308628588,-1.278033554,1.976540726,0.555847664,0.46500432,-1.763784313,-0.182974509,-0.539017121,0.037669433,-3.308628588,-2.073669358,-0.383745846,1247692
SIMMONS FIRST NATIONAL BANK,1603491,0,,1.738198498,0.027448864,-0.593775822,-0.216955818,-0.310479807,-0.156088733,0.106104912,-0.182974509,0.150363905,0.000228851,0.027448864,-0.336671543,0.991697163,1.08276285,-1.520346271,1.01858332,-0.782792199,-0.896454604,-0.053899292,0.41736579,1.778081938,-0.101706324,-0.656886468,-0.337334523,-0.004331995,-0.202277575,0.177882505,-0.182974509,0.302199069,-4.59895E-05,-0.101706324,-0.604113089,0.44533829,7516136
CENTRAL ARIZONA BANK,39297,1,FAILURE,-0.996830441,-1.514403475,-1.563405453,2.19478105,3.16518988,2.612250872,0.690603598,-0.182974509,-0.762623319,0.000192745,-1.514403475,-0.33949506,-1.592208138,-0.585791248,-0.51016622,-0.52182378,-0.125831691,-0.896454604,0.894063511,0.41736579,-1.040848441,-1.494675402,-1.580282205,3.245656491,2.571785775,2.864791083,0.861195621,-0.182974509,-0.586202054,-0.00424584,-1.494675402,-0.327889432,-0.995010946,94117
WAUKEGAN SAVINGS BANK,87791,1,FAILURE,-0.40406415,-0.323001058,-1.40232595,0.83557267,1.81253501,-0.090367562,0.065852684,-0.182974509,-0.854415714,-0.000646252,-0.323001058,-0.499958179,-0.575226603,0.155788351,-2.083478376,-1.057617554,-0.454311945,-0.956664383,0.487793739,1.698408708,-0.397591037,-0.523040079,-1.440911508,1.295016976,1.597728568,-0.009850704,0.155817834,-0.182974509,-0.858886968,-0.001203333,-0.523040079,-0.351270426,-0.108667748,134295
"COMMUNITY BANK, THE",601715,1,FAILURE,1.015388432,-1.256823451,-0.548742591,6.114207077,3.392644343,0.444225593,-2.461528095,-0.182974509,-1.213890508,0.014002012,-1.256823451,-2.142184837,0.523420705,0.155788351,-0.317435305,-0.253926893,0.85960907,0.00669209,0.894063511,0.41736579,1.041927737,-0.24593261,-0.59931763,6.824124256,4.688242189,0.391969726,-2.466593065,-0.182974509,-1.295742543,-0.002759018,-0.24593261,-1.63804269,0.227073184,628056
COMMERCE BANK/NORTH,1596361,0,,1.734912101,0.089968341,-0.930535825,-0.767263194,-0.374868225,-0.145827525,0.900801791,-0.182974509,2.122554675,-0.002474288,0.089968341,-0.525793664,1.103057064,1.268157749,-1.707008993,-0.119978449,0.202648562,0.06690187,0.216947223,0.161157207,1.799987351,0.465658429,-0.842748101,-0.783604723,-0.374868225,-0.231594821,0.998481723,-0.182974509,2.157123998,-0.004325596,0.465658429,-0.013197007,0.846778791,5001367
BANK OF ILLINOIS,229322,1,FAILURE,0.304007077,-0.163564871,-0.906467072,1.432561604,0.560336579,1.296657383,-0.461349102,-0.182974509,-1.258397445,0.00017028,-0.163564871,-0.748568645,-0.409585919,1.08276285,1.685831282,-1.928282436,3.158970846,-0.836244824,3.331682147,-3.16955438,0.357793696,-0.196050315,-0.983878099,2.493373764,0.429554159,1.31009462,-0.344633124,-0.182974509,-0.723151448,-0.003707398,-0.196050315,-1.063496028,0.668585095,246673
1ST AMERICAN STATE BANK OF MINNESOTA,23559,1,FAILURE,-1.374137015,-2.304132653,-0.886977776,6.306778667,1.116110522,6.499372394,1.12197153,-0.182974509,0.098776233,0.06151939,-2.304132653,-1.41754911,-1.608751853,1.08276285,1.685831282,-1.928282436,3.158970846,-0.836244824,3.331682147,-3.16955438,-1.474583749,-5.701560644,-1.365769856,4.556831258,2.568877473,5.838133886,1.126716628,-0.182974509,0.009930243,0.116688611,-5.701560644,-1.237903477,-2.060114638,35108
MIDLAND STATES BANK,1504361,0,,1.691138514,0.083523992,-0.191825896,-0.191684479,0.542289899,0.849708745,-0.295290189,2.430170424,-0.398554737,-0.00392061,0.083523992,0.565175787,-0.063016525,-0.771186147,0.568346912,0.080944216,-0.782792199,-0.896454604,0.758640254,-0.095051377,1.722205311,0.15468808,-0.252681847,-0.09689689,0.314555968,0.77927018,-0.139285435,2.170263707,-0.220803013,-0.005201346,0.15468808,0.409663063,0.301570815,2883399
AMERICANFIRST BANK,95831,1,FAILURE,-0.339443882,-1.131067883,-0.416082454,4.92999977,1.036168661,0.290539318,-1.460138174,-0.182974509,-0.978797201,0.012393243,-1.131067883,-1.470874778,-0.054224278,1.08276285,1.685831282,-1.928282436,3.158970846,-0.836244824,3.331682147,-3.16955438,-0.242064394,-0.768237961,-0.652901534,4.53015248,0.861619635,0.32295403,-0.923568376,-0.182974509,-0.387531666,-0.002821054,-0.768237961,-1.966013045,1.341892216,109359
WESTAMERICA BANK,4931595,0,,2.566702757,0.504749637,-0.113788015,0.622634751,0.058485127,-0.171068161,0.24048073,-0.182974509,-0.305946012,-0.002383509,0.504749637,0.81900786,-0.789607615,1.175460299,1.644236672,-0.722746445,0.85960907,-0.836244824,1.300333284,-3.681971547,2.568090629,0.469836441,-0.123072599,0.726277787,0.29927215,-0.164654891,0.302877175,-0.182974509,-0.16262294,-0.001929319,0.469836441,0.650516833,-0.195213229,5388304
FIRST NBC BANK,189709,0,,0.164161091,-0.261779703,3.507261973,-0.196758613,-0.374868225,-0.544099468,-0.964472878,-0.182974509,-0.640348635,0.000183096,-0.261779703,-0.663641809,4.787354234,-1.976252995,0.568579421,0.482789546,-0.125831691,1.873195258,-0.866438837,0.41736579,0.450485636,-0.245140027,1.756292223,-0.37047102,-0.374868225,-0.509580565,-1.251936873,-0.182974509,-0.232676209,0.001543943,-0.245140027,-0.962351405,3.840996965,4699556
ARVEST BANK,4934591,0,,2.567150628,0.108563193,-0.501799315,-0.129745928,-0.273389991,0.027323639,0.92782605,-0.182974509,-0.599549949,-0.002498204,0.108563193,0.464206932,0.060825734,0.433880701,1.674053308,0.951609098,0.531128816,-0.354566587,-0.189322549,-0.863677128,2.592539183,0.105866932,-0.534144163,-0.166307909,-0.26780553,-0.002902902,0.960638468,-0.182974509,-0.588676571,-0.002164448,0.105866932,0.552268255,0.208065151,15843566
PACIFIC PREMIER BANK,923519,0,,1.331315388,0.135879836,-0.269487002,-0.348379389,-0.089255103,-0.295829207,-0.288002303,-0.182974509,-1.018862734,-0.000330873,0.135879836,0.768314594,-0.490985128,0.155788351,-2.083478376,-1.057617554,-0.454311945,-0.956664383,0.487793739,1.698408708,1.357241244,0.13727815,-0.282550433,-0.559311126,-0.255597704,-0.300473764,-0.372842411,-0.182974509,-0.858602208,-0.002742018,0.13727815,0.901899694,0.216943964,2782144
INDEPENDENCE COMMUNITY BANK,8071516,0,,2.930026334,0.324892475,-0.097189772,-0.436250534,-0.374787848,-0.142158263,-0.537337795,-0.182974509,-0.545802212,-0.003531241,0.324892475,0.367680354,-0.083021108,0.433880701,1.674053308,0.951609098,0.531128816,-0.354566587,-0.189322549,-0.863677128,3.008410276,0.281079383,-0.267142,-0.442087742,-0.374795953,-0.125783541,-0.852488747,-0.182974509,-0.11966908,-0.003733203,0.281079383,0.071295512,1.053385857,19010100
AMERICAN TRUST BANK,281305,1,FAILURE,0.454676213,-1.128844799,-1.403212605,6.58418562,3.927638575,0.794966618,-1.156057649,-0.182974509,-0.234857092,0.008391403,-1.128844799,-1.880755588,0.446199316,1.08276285,-1.520346271,1.01858332,-0.782792199,-0.896454604,-0.053899292,0.41736579,0.434263046,-1.781048529,-1.532976052,6.947631167,4.945653405,0.806953306,-0.959075792,-0.182974509,-0.313296557,0.019745127,-1.781048529,-2.170002207,-0.573082775,303341
"TEXAS COMMUNITY BANK, NATIONAL ASSOCIATION",220792,1,FAILURE,0.276053451,-1.86785327,-1.25137681,5.385012885,7.264846636,1.333745947,-1.822450873,-0.182974509,-0.229383738,0.006989456,-1.86785327,-0.935788608,-1.07917021,-0.400396348,0.188967984,-0.387875336,-0.782792199,-0.896454604,0.081523966,0.161157207,0.299329418,-1.28861642,-1.394106693,6.344049909,7.907220758,1.357303878,-2.004632806,-0.182974509,0.116250267,-0.004325596,-1.28861642,-0.764613553,0.173092231,570338
"BANK OF AMERICA, NATIONAL ASSOCIATION (USA)",28712155,0,,3.865828767,1.022363726,-0.291994965,0.278476484,-0.374868225,1.783702861,-5.127807178,-0.182974509,-1.929552892,0.031409664,1.022363726,5.533371792,0.977020266,0.433880701,1.674053308,0.951609098,0.531128816,-0.354566587,-0.189322549,-0.863677128,3.949363284,0.94799814,-0.325730395,0.252704349,-0.374868225,1.737451328,-5.127903107,-0.182974509,-1.951612321,0.031109872,0.94799814,5.469892048,1.132349086,62982777
BENEFICIAL MUTUAL SAVINGS BANK,4702391,0,,2.531606744,-0.057194888,0.276810381,0.96496641,-0.213232569,0.06738023,0.452018317,-0.182974509,0.058334806,-0.000380669,-0.057194888,-0.452226993,-0.118423463,1.08276285,-1.520346271,1.01858332,-0.782792199,-0.896454604,-0.053899292,0.41736579,2.557301043,-0.101262872,0.246675291,0.747987608,-0.170819769,0.172056901,0.273251433,-0.182974509,-0.010642478,0.000572059,-0.101262872,-0.343818435,0.213118323,5002692
CAPITOL FEDERAL SAVINGS BANK,9128932,0,,3.020811267,0.011706255,0.580556349,-0.574273216,-0.337862693,-1.023260392,-1.873348505,0.020777961,-0.130589028,-0.004136161,0.011706255,-1.394778604,-0.328236547,0.341183251,0.42420515,1.487402872,-1.76823296,-0.956664383,-0.595592322,-0.35125996,3.021050582,0.043025777,0.586335203,-0.59680164,-0.337651419,-1.023205939,-1.865255447,0.02071185,-0.145694842,-0.004267028,0.043025777,-1.342142083,-0.214843205,10041877
FREEDOM BANK OF GEORGIA,151921,1,FAILURE,0.000351931,-1.232093492,-0.533747915,1.938290221,1.87746673,0.414410942,-1.24960182,-0.182974509,-1.043722869,0.022775592,-1.232093492,-1.107212009,0.180301553,0.155788351,-0.317435305,-0.253926893,0.85960907,0.00669209,0.894063511,0.41736579,-0.00395654,-1.406172771,-0.698613051,2.651946935,3.730949352,0.849920072,-1.13629109,-0.182974509,-1.03507425,0.024864486,-1.406172771,-1.569601963,-0.292870342,152644
OMNI NATIONAL BANK,984346,1,FAILURE,1.378354122,-0.239896401,-0.814066353,2.673974058,2.702384948,1.634663519,-3.604691343,-0.182974509,-0.473092584,-0.006519797,-0.239896401,-1.17254405,0.777963415,0.155788351,-0.317435305,-0.253926893,0.85960907,0.00669209,0.894063511,0.41736579,1.408872664,-1.084786125,-1.000513767,3.650779456,3.562223733,1.732936231,-3.598307064,-0.182974509,-0.425207902,0.012210785,-1.084786125,-1.811467114,0.292573883,1033575
"COMMUNITY'S BANK, THE",30441,1,FAILURE,-1.18514278,-1.238085076,-0.833357983,3.490970023,1.183966748,0.027430166,-1.205760934,1.604353537,0.318403014,-0.004325596,-1.238085076,-0.057088522,-0.967097513,-0.771186147,0.568346912,0.080944216,-0.782792199,-0.896454604,0.758640254,-0.095051377,-1.201208368,-1.452990748,-0.95373295,2.994391547,1.417445267,0.045235819,-1.39276611,0.766670438,0.264898524,-0.004325596,-1.452990748,-0.047839586,-0.4968334,65455
FIRST MICHIGAN BANK,11981,0,,-1.872786914,-3.510994536,11.64536248,-0.82866449,-0.374868225,-0.24029499,-4.310207552,-0.182974509,0.867367708,0.006893164,-3.510994536,0.390158456,1.184889371,0.155788351,-0.317435305,-0.253926893,0.85960907,0.00669209,0.894063511,0.41736579,-1.291516431,-4.508811152,3.734430362,-0.82866449,-0.374868225,-0.277995222,-1.566972434,-0.182974509,-0.038508417,0.012866967,-4.508811152,-1.122333964,6.6620347,6586459
"PROVIDENT BANK, THE",8751435,0,,2.989668208,0.089597974,0.229036844,-0.544038057,-0.289224161,-0.45039258,-0.308775012,0.138585544,-0.859710385,-0.003938599,0.089597974,-0.685715809,0.107523625,0.433880701,0.067939803,0.348841103,-0.454311945,-0.776035045,-0.460169064,0.161157207,2.99865651,0.064463134,0.232746,-0.565190955,-0.27051982,-0.45395293,-0.338189705,0.091285619,-0.88231554,-0.003842443,0.064463134,-0.680965765,-0.066081951,8911415
"CARDINAL BANK, NATIONAL ASSOCIATION",394490,0,,0.704046424,-0.746466274,-0.5758241,-0.668247069,-0.374868225,-0.057424727,0.452132121,-0.182974509,0.975839665,-0.003894232,-0.746466274,-0.763649951,1.946577423,1.268157749,-1.707008993,-0.119978449,0.202648562,0.06690187,0.216947223,0.161157207,0.790422485,-0.110700109,-0.636200732,-0.530331581,-0.374868225,-0.108979019,0.612258054,-0.182974509,1.109467873,-0.003351082,-0.110700109,-0.878107134,1.175677209,3993727
BROADWAY NATIONAL BANK,3107844,0,,2.226199882,0.107765085,-0.08441803,-0.592641807,-0.372959647,-0.23979554,1.140782513,-0.182974509,1.193650401,-0.004294139,0.107765085,-0.836943718,0.41340301,0.155788351,-0.140685416,0.482789546,-0.454311945,-0.956664383,-0.460169064,0.41736579,2.249723124,0.104805868,-0.09124684,-0.413141059,-0.34225674,-0.267151284,1.134573149,-0.182974509,1.186311655,-0.004107589,0.104805868,-0.767873929,0.177190927,3276652
BANK OF WHITMAN,722200,1,FAILURE,1.14998557,-2.351135247,-1.196382095,1.222069461,2.631414006,2.057843561,-1.89853874,-0.182974509,-0.843257198,0.03200875,-2.351135247,-0.607157258,-0.61387018,0.341183251,1.149291449,0.214892659,-0.454311945,-0.836244824,0.216947223,0.673574374,1.107565361,-1.615435067,-1.309355722,1.947667753,3.190697723,1.952304112,-1.481387561,-0.182974509,-0.823594295,0.027541882,-1.615435067,-0.090737842,-0.966022883,847079
PALOS BANK AND TRUST COMPANY,525238,1,FAILURE,0.915145745,-0.732396632,-1.092490571,3.55592024,1.777524845,0.790414398,0.514391231,-0.182974509,-0.356796208,0.007377787,-0.732396632,-0.830633593,-0.337536837,1.175460299,1.644236672,-0.722746445,0.85960907,-0.836244824,1.300333284,-3.681971547,0.861978502,-5.638245888,-1.601506133,4.091434818,3.005954154,1.716168792,0.690402049,-0.182974509,-0.444762641,0.068381864,-5.638245888,-0.639334311,-1.162216887,558122
SAFRA NATIONAL BANK OF NEW YORK,3799689,0,,2.374418947,0.171898612,0.362610033,-0.819791631,-0.374868225,-0.050947486,-3.131662682,-0.182974509,1.283331532,-0.004325596,0.171898612,-1.670257722,-0.190236475,0.341183251,1.149291449,0.214892659,-0.454311945,-0.836244824,0.216947223,0.673574374,2.436666633,-0.049772185,0.196974186,-0.80968978,-0.374868225,-0.136708246,-3.298708452,-0.182974509,1.420616306,-0.004665159,-0.049772185,-1.678300828,0.802400755,7023440
